SOLICITATIONNUM,DOCUMENTNUM,DOCUMENTTYPE,DOCNAME,DOCSIZE,GUID,SOURCE,RECEIPTDATE,ACTIVE,REC_CREATED_DATE,REC_UPDATED_DATE,DCS_LOAD_DATE,OBJECTID
DCKA-2024-B-0008,,Attachement 1,DCKA-2024-B-0008_Att1.pdf,1.1 MB,{C072EE8C-0000-CE15-8B64-D927B5A2CEFA},PASS,1704776400000,1,1704776400000,,1704776400000,282
DCKA-2024-B-0017,,Amendment 1,DCKA-2024-B-0017_Amd1.pdf,193 KB,{D024578D-0000-C711-8517-2B6669DCD2A8},PASS,1706504400000,1,1706504400000,,1706504400000,283
DCKA-2024-B-0017,,Amendment 2,DCKA-2024-B-0017_Amd2.pdf,8.1 MB,{8088898D-0000-CA14-9DBA-F7872082373B},PASS,1707368400000,1,1707368400000,,1707368400000,284
DCEB-2023-R-0003,,Amendment 6,DCEB-2023-R-0003_Amd6.pdf,115 KB,{5038F58D-0000-C21A-8634-2D5D34789448},PASS,1709182800000,1,1709182800000,,1709182800000,285
DCKA-2024-B-0046,,Attachment 1,DCKA-2024-B-0046_Att1.pdf,1.0 MB,{E049CD8E-0000-C11C-8982-031E16D27F10},PASS,1712808000000,1,1712808000000,,1712808000000,286
DCKA-2024-B-0047,,Amendment 2,DCKA-2024-B-0047_Amd2.pdf,244 KB,{A090D28E-0000-C01F-8F37-E2FE7F34BAB7},PASS,1712894400000,1,1712894400000,,1712894400000,287
DCKA-2024-B-0044,,Amendment 3,DCKA-2024-B-0044_Amd3.pdf,103 KB,{10D0588F-0000-C415-8E7F-B1FB4DDBBABC},PASS,1715140800000,1,1715140800000,,1715140800000,288
DCKA-2024-B-0066,,Amendment 1,DCKA-2024-B-0066_Amd1.pdf,5.1 MB,{20CF588F-0000-CF11-9E22-C971CC493A25},PASS,1715140800000,1,1715140800000,,1715140800000,289
DCKA-2022-Q-0009,,Attachment 2,DCKA-2022-Q-0009_Att2.pdf,87 KB,{A02F638F-0000-C61B-AF4D-BD1C460D2584},PASS,1715313600000,1,1715313600000,,1715313600000,290
DCKA-2024-B-0066,,Amendment 2,DCKA-2024-B-0066_Amd2.pdf,431 KB,{A02E638F-0000-CF19-97BC-04007875958C},PASS,1715313600000,1,1715313600000,,1715313600000,291
DCKA-2024-B-0058,,Amendment 5,DCKA-2024-B-0058_Amd5.pdf,179 KB,{60431390-0000-CD13-A264-15FDF0B2C3A3},PASS,1718251200000,1,1718251200000,,1718251200000,292
DCKA-2024-B-0058,,Attachment 7,DCKA-2024-B-0058_Att7.pdf,241 KB,{00431390-0000-C919-8A28-F9B6BCC973C6},PASS,1718251200000,1,1718251200000,,1718251200000,293
DCKA-2024-B-0058,,Attachment 8,DCKA-2024-B-0058_Att8.pdf,106 KB,{80421390-0000-C918-A306-B8D9BCBC3BD9},PASS,1718251200000,1,1718251200000,,1718251200000,294
DCKA-2024-B-0058,,Attachment 9,DCKA-2024-B-0058_Att9.pdf,294 KB,{00421390-0000-C418-8A2E-D65B2D9268A4},PASS,1718251200000,1,1718251200000,,1718251200000,295
DCKA-2024-B-0058,,Attachment 10,DCKA-2024-B-0058_Att10.001x,12 KB,{80411390-0000-CA1D-934F-56171D2FDCD8},PASS,1718251200000,1,1718251200000,,1718251200000,296
DCKA-2018-B-0084,,Amendment 6,DCKA-2018-B-0084_Amd6.pdf,111 KB,{F0DD5D69-0000-C11B-85E4-A2C98441C0FA},PASS,1552021200000,1,1552021200000,,1552021200000,297
DCKA-2019-B-0031,,Amendment 2,DCKA-2019-B-0031_Amd2.pdf,120 KB,{10807C69-0000-C311-B7FC-5C86050E85D4},PASS,1552536000000,1,1552536000000,,1552536000000,298
DCKA-2019-B-0100,,Amendment 1,DCKA-2019-B-0100_Amd1.pdf,150 KB,{A0C8366E-0000-C11E-B095-44E0FF7BCFEC},PASS,1572580800000,1,1572580800000,,1572843600000,299
DCKA-2019-Q-0066,,Amendment 2,DCKA-2019-Q-0066_Amd2.pdf,88 KB,{50C8366E-0000-C91F-AD41-849D60E5EB0F},PASS,1572321600000,1,1572321600000,,1572843600000,300
DCEB-2019-R-0004,,Attachment 1,DCEB-2019-R-0004_Att1.pdf,1.6 MB,{E0C7366E-0000-CD19-A96B-D8DAB8355D57},PASS,1571976000000,1,1571976000000,,1572843600000,301
DCEB-2019-R-0004,,Attachment 2,DCEB-2019-R-0004_Att2.pdf,327 KB,{A0C7366E-0000-C61F-8981-9B5E3EA16A1E},PASS,1571976000000,1,1571976000000,,1572843600000,302
DCKA-2019-Q-0066,,Amendment 1,DCKA-2019-Q-0066_Amd1.pdf,94 KB,{30C7366E-0000-C213-9F82-E20150DF23BF},PASS,1571976000000,1,1571976000000,,1572843600000,303
DCRL-2020-R-0042,,Attachment 2,DCRL-2020-R-0042_Att2.xlsx,115 KB,{D05E2170-0000-CF1F-BD92-08D5A2DD972A},PASS,1580965200000,1,1580965200000,,1581051600000,304
DCRL-2020-R-0042,,Amendment 2,DCRL-2020-R-0042_Amd2.pdf,132 KB,{905E2170-0000-CF1D-988A-B335B2D66AFB},PASS,1580965200000,1,1580965200000,,1581051600000,305
DCEB-2020-R-0002,,Amendment 1,DCEB-2020-R-0002_Amd1.pdf,37 KB,{10C05970-0000-C51F-B469-08D6F3165517},PASS,1582002000000,1,1582002000000,,1582002000000,306
PCSB-2020-02,,Attachment 1,PCSB-2020-02_Att1.pdf,3.2 MB,{A0BF5970-0000-C71A-AD77-867130E4E586},PASS,1581656400000,1,1581656400000,,1582002000000,307
DCKA-2019-B-0088,,Amendment 7,DCKA-2019-B-0088_Amd7.pdf,222 KB,{40BF5970-0000-C712-A5ED-E0152171DE4E},PASS,1581656400000,1,1581656400000,,1582002000000,308
DCEB-2021-B-1001,,Attachment 1,DCEB-2021-B-1001_Att1.pdf,227 KB,{C0FF9677-0000-C614-B67B-5129FC19CAA0},PASS,1613019600000,1,1613019600000,,1613019600000,309
DCEB-2021-B-1001,,Attachment 2,DCEB-2021-B-1001_Att2.pdf,81 KB,{40FF9677-0000-C012-94AB-2E1DAFA6026A},PASS,1613019600000,1,1613019600000,,1613019600000,310
DCKA-2022-D-0007,,Amendment 1,DCKA-2022-D-0007_Amd1.pdf,286 KB,{D0C4BC7C-0000-CF19-B784-646AA4823CF9},PASS,1635220800000,1,1635220800000,,1635220800000,311
DCEB-2023-R-0003,,AMENDMENT 4,DCEB-2023-R-0003_Amd4.pdf,114 KB,{400DB588-0000-C015-917F-59A280140B9C},PASS,1686628800000,1,1686628800000,,1686628800000,312
DCKA-2023-B-0050,,AMENDMENT 2,DCKA-2023-B-0050_Amd2.pdf,207 KB,{100CB588-0000-C117-A67E-99CB96A5533C},PASS,1686628800000,1,1686628800000,,1686628800000,313
DCEB-2023-R-0008,,Attachment 3,DCEB-2023-R-0008_Att3.pdf,23 KB,{3088BC89-0000-C81B-BD26-8A23910D32EE},PASS,1691035200000,1,1691035200000,,1691035200000,314
DCEB-2023-R-0008,,Attachment 2,DCEB-2023-R-0008_Att2.pdf,99 KB,{D086BC89-0000-C115-80C6-EE4504C6C187},PASS,1691035200000,1,1691035200000,,1691035200000,315
DCEB-2023-R-0008,,Attachement 1,DCEB-2023-R-0008_Att1.pdf,451 KB,{2086BC89-0000-C21F-8292-FFF2517C8B38},PASS,1691035200000,1,1691035200000,,1691035200000,316
OPC-2024-01,,Attachment 1,OPC-2024-01_Att1.pdf,30 KB,{40F0BB89-0000-CF11-BD73-1842D63BE53F},PASS,1690862400000,1,1690862400000,,1690862400000,317
DCKA-2023-Q-0041,,Cancelled,DCKA-2023-Q-0041_Cancel.pdf,40 KB,{0010868B-0000-C310-86B4-05B70F8E7107},PASS,1698724800000,1,1698724800000,,1698724800000,318
DCKA-2023-Q-0040,,Amendment 2,DCKA-2023-Q-0040_Amd2.pdf,187 KB,{B00C868B-0000-C71A-AB18-41F3EED2ADC4},PASS,1698724800000,1,1698724800000,,1698724800000,319
DCKA-2023-Q-0075,,Amendment 1,DCKA-2023-Q-0075_Amd1.pdf,258 KB,{500B868B-0000-C71E-81BC-E089E2A482BB},PASS,1698724800000,1,1698724800000,,1698724800000,320
DCKA-2023-Q-0040,,Amendment 1,DCKA-2023-Q-0040_Amd1.pdf,270 KB,{600A868B-0000-C41A-81F6-40068CB108E3},PASS,1698724800000,1,1698724800000,,1698724800000,321
DCKA-2024-Q-0023,,ATTACHMENT 1,DCKA-2024-Q-0023_Att1.pdf,1.4 MB,{10BC6E8C-0000-C51A-9F11-E1F9E4C6C651},PASS,1702616400000,1,1702616400000,,1702616400000,322
DCKA-2024-B-0011,,ATTACHMENT 1,DCKA-2024-B-0011_Att1.pdf,1.2 MB,{50BB6E8C-0000-C315-8C18-A8FC7ED4BD21},PASS,1702616400000,1,1702616400000,,1702616400000,323
DCEB-2024-R-0003,,Attachment 3,DCEB-2024-R-0003_Att3.txt,48 KB,{1095A48E-0000-C717-8563-8D086B5C4302},PASS,1712116800000,1,1712116800000,,1712116800000,324
DCEB-2024-R-0003,,Attachment 2,DCEB-2024-R-0003_Att2.pdf,125 KB,{5094A48E-0000-C61F-9673-DFBE65E0BAD2},PASS,1712116800000,1,1712116800000,,1712116800000,325
DCEB-2024-R-0003,,Attachment 1,DCEB-2024-R-0003_Att1.pdf,919 KB,{5093A48E-0000-CF18-B14B-2AB1D0705611},PASS,1712116800000,1,1712116800000,,1712116800000,326
DCKA-2024-B-0044,,Amendment 5,DCKA-2024-B-0044_Amd5.pdf,103 KB,{10A62790-0000-CE1C-82AD-C2FF13747406},PASS,1718596800000,1,1718596800000,,1718596800000,327
DCKA-2024-B-0047,,Attachment 3,DCKA-2024-B-0047_Att3.pdf,87 KB,{B0A52790-0000-C410-90AE-A67CBE3DE63D},PASS,1718596800000,1,1718596800000,,1718596800000,328
DCKA-2024-B-0080,,Attachment 1,DCKA-2024-B-0080_Att1.pdf,1.2 MB,{50A52790-0000-C416-84F2-714E5B4FE549},PASS,1718596800000,1,1718596800000,,1718596800000,329
DCKA-2024-Q-0070,,Amendment 1,DCKA-2024-Q-0070_Amd1.pdf,293 KB,{C0A42790-0000-CE12-A02B-952437F03553},PASS,1718596800000,1,1718596800000,,1718596800000,330
DCKA-2024-B-0044,,Amendment 6,DCKA-2024-B-0044_Amd6.pdf,155 KB,{C0863B90-0000-C016-87E8-AEF4C9545413},PASS,1718942400000,1,1718942400000,,1718942400000,331
DCKA-2024-Q-0070,,Amendment 2,DCKA-2024-Q-0070_Amd2.pdf,334 KB,{B0524B90-0000-C419-8FE8-E9BBBC968581},PASS,1719201600000,1,1719201600000,,1719201600000,332
DCKA-2024-B-0073,,Amendment 2,DCKA-2024-B-0073_Amd2.pdf,141 KB,{40A12891-0000-CD1B-83BC-0796D81DC947},PASS,1722830400000,1,1722830400000,,1722830400000,333
DCKA-2024-B-0073,,Amendment 3,DCKA-2024-B-0073_Amd3.pdf,109 KB,{D0A02891-0000-C11A-84D7-7989813EB8DF},PASS,1722830400000,1,1722830400000,,1722830400000,334
DCKA-2024-B-0080,,Amendment 2,DCKA-2024-B-0080_Amd2.pdf,168 KB,{50A02891-0000-C31D-BD5F-4B780C345888},PASS,1721707200000,1,1721707200000,,1721707200000,335
DCKA-2024-B-0080,,Amendment 3,DCKA-2024-B-0080_Amd3.pdf,264 KB,{C09F2891-0000-C819-894E-5C065D4AF23C},PASS,1722830400000,1,1722830400000,,1722830400000,336
DCKA-2024-B-0086,,Amendment 1,DCKA-2024-B-0086_Amd1.pdf,257 KB,{409F2891-0000-C41D-9BE9-686C48E983F4},PASS,1721275200000,1,1721275200000,,1721275200000,337
DCKA-2024-B-0086,,Amendment 2,DCKA-2024-B-0086_Amd2.pdf,205 KB,{309E2891-0000-C01E-93B2-B1F2744FD0C2},PASS,1722225600000,1,1722225600000,,1722225600000,338
DCKA-2024-B-0093,,Attachment 1,DCKA-2024-B-0093_Att1.pdf,1.0 MB,{509D2891-0000-C212-B543-3475ED06A434},PASS,1722916800000,1,1722916800000,,1722916800000,339
DCKA-Q-2023-0063,,Attachment 1,DCKA-Q-2023-0063_Att1.pdf,55 KB,{C09C2891-0000-C710-B38E-5F32CED72DFA},PASS,1721793600000,1,1721793600000,,1721793600000,340
DCEB-2024-Q-1001,,Amendment 1,DCEB-2024-Q-1001_Amd1.pdf,281 KB,{80258F91-0000-CF13-88D1-400847014313},PASS,1723608000000,1,1723608000000,,1723608000000,341
DCKA-2024-B-0073,,Amendment 4,DCKA-2024-B-0073_Amd4.pdf,91 KB,{F0248F91-0000-C01A-B30B-A440264A4831},PASS,1723694400000,1,1723694400000,,1723694400000,342
DCKA-2024-B-0073,,Amendment 5,DCKA-2024-B-0073_Amd5.pdf,155 KB,{60248F91-0000-CD12-B1E3-7B118361DBFE},PASS,1723694400000,1,1723694400000,,1723694400000,343
DCKA-2024-B-0093,,Amendment 1,DCKA-2024-B-0093_Amd1.pdf,310 KB,{D0238F91-0000-C516-ACDF-30DA065A6F27},PASS,1723003200000,1,1723003200000,,1723003200000,344
DCKA-2024-B-0093,,Amendment 2,DCKA-2024-B-0093_Amd2.pdf,427 KB,{50238F91-0000-CF1F-9BA9-F90770F2DACF},PASS,1723694400000,1,1723694400000,,1723694400000,345
DCKA-2024-B-0073,,Amendment 2,DCKA-2024-B-0073_Amd2.pdf,141 KB,{40A12891-0000-CD1B-83BC-0796D81DC947},PASS,1723694400000,1,1723694400000,,1723694400000,346
DCKA-2024-R-0101,,Amendment 1,DCKA-2024-R-0101_Amd1.pdf,1.3 MB,{F0AD3392-0000-CC1B-B90C-0EA60B66E44D},PASS,1727409600000,1,1727409600000,,1727409600000,347
DCKA-2024-Q-0103,,Attachment 1,DCKA-2024-Q-0103_Att1.pdf,1.2 MB,{50AD3392-0000-C311-B36D-1D74E041CA52},PASS,1727409600000,1,1727409600000,,1727409600000,348
DCKA-2017-B-0059,,Amendment 1,DCKA-2017-B-0059_Amd1.pdf,760 KB,{F0A5CD68-0000-C21E-9EED-DBD0D049D729},PASS,1542776400000,1,1542776400000,,1549602000000,349
DCKA-2017-B-0059,,Amendment 2,DCKA-2017-B-0059_Amd2.pdf,1.8 MB,{90A6CD68-0000-CB1D-8FD3-DEE37BDEEBB0},PASS,1545109200000,1,1545109200000,,1549602000000,350
DCKA-2017-B-0059,,Amendment 3,DCKA-2017-B-0059_Amd3.pdf,119 KB,{20A7CD68-0000-CA1E-A0CA-15752C2D6964},PASS,1546578000000,1,1546578000000,,1549602000000,351
DCKA-2017-B-0059,,Amendment 4,DCKA-2017-B-0059_Amd4.pdf,1.6 MB,{A0A7CD68-0000-C614-8BC3-984CDA599CA8},PASS,1547701200000,1,1547701200000,,1549602000000,352
DCKA-2018-B-0084,,Amendment 1,DCKA-2018-B-0084_Amd1.pdf,113 KB,{4089CD68-0000-C216-8CD0-E3F64E89DCC6},PASS,1544763600000,1,1544763600000,,1549602000000,353
DCKA-2018-B-0084,,Amendment 2,DCKA-2018-B-0084_Amd2.pdf,103 KB,{F08ECD68-0000-CD1E-B6D2-9C5307B30C03},PASS,1546491600000,1,1546491600000,,1549602000000,354
DCKA-2018-B-0084,,Amendment 3,DCKA-2018-B-0084_Amd3.pdf,113 KB,{B08FCD68-0000-C617-B198-74914643F8B2},PASS,1548392400000,1,1548392400000,,1549602000000,355
DCKA-2018-Q-0107,,Amendment 1,DCKA-2018-Q-0107_Amd1.pdf,36 KB,{6098CD68-0000-CD12-9718-0E3CF4A3E3AF},PASS,1540267200000,1,1540267200000,,1549602000000,356
DCKA-2018-Q-0107,,Amendment 2,DCKA-2018-Q-0107_Amd2.pdf,566 KB,{509ACD68-0000-C11A-AA34-D23B0947BEAD},PASS,1541394000000,1,1541394000000,,1549602000000,357
DCKA-2018-Q-0107,,Amendment 3,DCKA-2018-Q-0107_Amd3.pdf,34 KB,{E09ACD68-0000-CC18-AA7B-228E2E910922},PASS,1543208400000,1,1543208400000,,1549602000000,358
DCKA-2018-Q-0107,,Amendment 4,DCKA-2018-Q-0107_Amd4.pdf,51 KB,{709BCD68-0000-CE1A-A4F9-D38386DD1514},PASS,1544072400000,1,1544072400000,,1549602000000,359
DCKA-2018-Q-0107,,Amendment 5,DCKA-2018-Q-0107_Amd5.pdf,38 KB,{009CCD68-0000-C018-83B8-874487D06F85},PASS,1546837200000,1,1546837200000,,1549602000000,360
DCKA-2018-Q-0107,,Amendment 6,DCKA-2018-Q-0107_Amd6.pdf,466 KB,{109DCD68-0000-C819-8227-F37E53F6BA89},PASS,1547528400000,1,1547528400000,,1549602000000,361
DCKA-2018-Q-0107,,Amendment 7,DCKA-2018-Q-0107_Amd7.pdf,37 KB,{909DCD68-0000-CE15-8495-5E8B777BDECA},PASS,1547787600000,1,1547787600000,,1549602000000,362
DCKA-2018-Q-0107,,Amendment 8,DCKA-2018-Q-0107_Amd8.pdf,30 KB,{109ECD68-0000-CB1A-AFA0-33840E4F96C5},PASS,1548133200000,1,1548133200000,,1549602000000,363
DCKA-2018-Q-0107,,Main Document,DCKA-2018-Q-0107_M.pdf,384 KB,{C093CD68-0000-C51E-AE97-4C5F7FC361AD},PASS,1538452800000,1,1538452800000,,1549602000000,364
DCKA-2019-B-0005,,Amendment 1,DCKA-2019-B-0005_Amd1.pdf,512 KB,{40A3CD68-0000-C61D-92A8-A69A44AAEFE4},PASS,1548306000000,1,1548306000000,,1549602000000,365
DCKA-2019-B-0005,,Main Document,DCKA-2019-B-0005_M.pdf,8.4 MB,{C0A2CD68-0000-C919-9B5B-EE3ACBEFBD46},PASS,1544158800000,1,1544158800000,,1549602000000,366
DCKA-2019-R-0001,,Amendment 1,DCKA-2019-R-0001_Amd1.pdf,96 KB,{E0A0CD68-0000-C419-9746-02F29E6AE065},PASS,1548824400000,1,1548824400000,,1549602000000,367
DCKA-2019-R-0001,,Main Document,DCKA-2019-R-0001_UPDATED_M.pdf,104 KB,{50A0CD68-0000-C511-9E26-9094007E47FC},PASS,1548133200000,1,1548133200000,,1549602000000,368
RM-17-HCA-MHRS-00-XXX-BY4-RDS,,Amendment 2,RM-17-HCA-MHRS-00-XXX-BY4-RDS_Amd22.pdf,866 KB,{6082CD68-0000-C61A-B3C2-D7D635268253},PASS,1537848000000,1,1537848000000,,1549602000000,369
RM-17-HCA-MHRS-00-XXX-BY4-RDS,,Amendment 1,RM-17-HCA-MHRS-00-XXX-BY4-RDS_Amend1.pdf,30 KB,{B083CD68-0000-C41B-B9E8-3866B695A313},PASS,1510203600000,1,1510203600000,,1549602000000,370
RM-17-HCA-MHRS-00-XXX-BY4-RDS,,Attachment 1,RM-17-HCA-MHRS-000-XXX-BY4-RDS_Att1.pdf,287 KB,{9080CD68-0000-C21E-9C79-C0D6E41AFBBB},PASS,1509681600000,1,1509681600000,,1549602000000,371
RM-17-HCA-MHRS-00-XXX-BY4-RDS,,Main Document,RM-17-HCA-MHRS-000-XXX-BY4-RDS_M.pdf,552 KB,{707FCD68-0000-CA16-A806-E6FEB0A94B34},PASS,1509681600000,1,1509681600000,,1549602000000,372
DCKA-2019-B-0002,,Amendment 1,DCKA-2019-B-0002_Amd1.pdf,97 KB,{40B10769-0000-C81A-88D9-F31FFBC24333},PASS,1550552400000,1,1550552400000,,1550552400000,373
DCKA-2018-B-0084,,Amendment 4,DCKA-2018-B-0084_Amd4.pdf,113 KB,{E0B00769-0000-CD19-A6AB-EEA9445650ED},PASS,1550552400000,1,1550552400000,,1550552400000,374
DCKA-2018-B-0084,,Amendment 7,DCKA-2018-B-0084_Amd7.pdf,79 KB,{30FF9069-0000-CF15-96EB-567BBA61FA4C},PASS,1552622400000,1,1552622400000,,1552881600000,375
DCEB-2020-B-1001,,Amendment 1,DCEB-2020-B-1001_Amd1.pdf,1.2 MB,{E0839C70-0000-CF13-B0C3-369E996CE311},PASS,1582520400000,1,1582520400000,,1583125200000,376
DCKA-B-2020-0074,,Amendment 1,DCKA-B-2020-0074_Amd1.pdf,198 KB,{50348A75-0000-CD11-90FC-11AA682824C7},PASS,1603944000000,1,1603944000000,,1604293200000,377
DCKA-2021-B-0025,,Amendment 3,DCKA-2021-B-0025_Amd3.pdf,342 KB,{6069C97A-0000-C117-8368-D31F75E9ACC9},PASS,1626667200000,1,1626667200000,,1626667200000,378
DCEB-2021-B-1002,,Amendment 1,DCEB-2021-B-1002_Amd1.pdf,153 KB,{A099167A-0000-C81A-9461-7A1B51751F1A},PASS,1623643200000,1,1623643200000,,1623643200000,379
DCKA-2021-I-0049,,Amendment 2,DCKA-2021-I-0049_Amd2.pdf,279 KB,{1099167A-0000-CA13-92DB-A9A1B3DB07F5},PASS,1623124800000,1,1623124800000,,1623124800000,380
DCKA-2022-R-0002,,Amendment 5,DCKA-2022-R-0002_Amd5.pdf,1.0 MB,{F02C7F7C-0000-CA1D-B4B0-7ACBF69A9D8E},PASS,1634097600000,1,1634097600000,,1634097600000,381
DCKA-2021-B-0060,,Amendment 2,DCKA-2021-B-0060_Amd2.pdf,166 KB,{702C7F7C-0000-C213-8104-600D0B47242B},PASS,1634011200000,1,1634011200000,,1634011200000,382
DCKA-2020-B-0018,,Amendment 3,DCKA-2020-B-0018_Amd3.pdf,1.5 MB,{E02B7F7C-0000-CD1D-BE09-5B9C147B6F16},PASS,1631851200000,1,1631851200000,,1631851200000,383
DCKA-2021-B-0060,,Amendment 1,DCKA-2021-B-0060_Amd1.pdf,219 KB,{002B7F7C-0000-CA16-A4BA-0253AA45233F},PASS,1631678400000,1,1631678400000,,1631678400000,384
DCKA-2021-B-0060,,Amendment 3,DCKA-2021-B-0060_Amd3.pdf,744 KB,{70A0937C-0000-C417-AF5D-3BC9F0E42C88},PASS,1634184000000,1,1634184000000,,1634184000000,385
DCBD-2022-R-0001,,Attachment 1,DCBD-2022-R-0001_Att1.pdf,1.9 MB,{404F957D-0000-C51B-ADD9-CEE1E3AA158B},PASS,1638766800000,1,1638766800000,,1638766800000,386
DCBD-2022-R-0001,,Attachment 2,DCBD-2022-R-0001_Att2.pdf,73 KB,{604D957D-0000-CE1E-852E-6563E97CB323},PASS,1638766800000,1,1638766800000,,1638766800000,387
DCKA-2021-Q-0036,,Amendment 4,DCKA-2021-Q-0036_Amd4.pdf,336 KB,{404C957D-0000-C013-9E59-9E754CEE5D32},PASS,1638421200000,1,1638421200000,,1638421200000,388
DCKA-2022-W-0023,,Attachment 1,DCKA-2022-W-0023_Att1.pdf,921 KB,{C01CA17E-0000-C610-8C89-AE1EB73B710C},PASS,1643173200000,1,1643173200000,,1643173200000,389
DCKA-2022-R-0016,,Amendment 7,DCKA-2022-R-0016_Amd7.pdf,279 KB,{501CA17E-0000-CE1C-8540-9F597F48962B},PASS,1643173200000,1,1643173200000,,1643173200000,390
DCEB-2022-I-0001,,Amendment 2,DCEB-2022-I-0001_Amd2.pdf,116 KB,{001CA17E-0000-C711-93E9-83EDAF5C58EF},PASS,1643000400000,1,1643000400000,,1643000400000,391
DCKA-2022-R-0016,,Amendment 6,DCKA-2022-R-0016_Amd6.pdf,158 KB,{901BA17E-0000-C01B-9E0B-593818CD003C},PASS,1642741200000,1,1642741200000,,1642741200000,392
DCEB-2022-I-0001,,Amendment 1,DCEB-2022-I-0001_Amd1.pdf,619 KB,{401BA17E-0000-C111-B649-959C592F65BF},PASS,1642741200000,1,1642741200000,,1642741200000,393
DCKA-2022-D-0007,,Amendment 6,DCKA-2022-D-0007_Amd6.pdf,9.5 MB,{E01AA17E-0000-CE19-A6A3-58A5633F5856},PASS,1642741200000,1,1642741200000,,1642741200000,394
DCBD-2022-R-0001,,Amendment 3,DCBD-2022-R-0001_Amd3.pdf,200 KB,{801AA17E-0000-C115-B78C-FA0F982F6F95},PASS,1642654800000,1,1642654800000,,1642654800000,395
DCKA-2022-D-0007,,Amendment 5,DCKA-2022-D-0007_Amd5.pdf,9.1 MB,{301AA17E-0000-C514-8204-44691000AEE4},PASS,1642654800000,1,1642654800000,,1642654800000,396
DCKA-2022-B-0005,,Amendment 6,DCKA-2022-B-0005_Amd6.pdf,204 KB,{B019A17E-0000-CD10-925E-42133ACC6E99},PASS,1642568400000,1,1642568400000,,1642568400000,397
PCSB-2023-01,,Attachment 1,PCSB-2023-01_Att1.pdf,167 KB,{500F1487-0000-C915-8C25-B16DD8F8247A},PASS,1679582687000,1,1679544000000,,1679544000000,398
DCKA-2024-R-0042,,Amendment 3,DCKA-2024-R-0042_Amd3.pdf,345 KB,{A0DEC68D-0000-C114-8646-FD8470EACB63},PASS,1708405200000,1,1708405200000,,1708405200000,399
DCRL-2019-H-0077,,Attachment 2,DCRL-2019-H-0077_Att2.doc,830 KB,{90266B6B-0000-CD15-8992-9FF19FFC6CAA},PASS,1560484800000,1,1560484800000,,1560830400000,400
DCRL-2019-H-0077,,Attachment 1,DCRL-2019-H-0077_Att1.pdf,881 KB,{30266B6B-0000-C719-8345-2119BCE39610},PASS,1560484800000,1,1560484800000,,1560830400000,401
DCRL-2019-H-0077,,Amendment 1,DCRL-2019-H-0077_Amd1.pdf,7.5 MB,{E0256B6B-0000-C618-A32A-7190BBBE8AE0},PASS,1560484800000,1,1560484800000,,1560830400000,402
DCKA-2019-B-0057,,Amendment 2,DCKA-2019-B-0057_Amd2.pdf,106 KB,{90256B6B-0000-C914-B7F5-9A2D705A7286},PASS,1560484800000,1,1560484800000,,1560830400000,403
DCKA-2019-Q-0041,,Amendment 7,DCKA-2019-Q-0041_Amd7.pdf,253 KB,{20ACB06C-0000-CB17-AF95-FE45C37B819C},PASS,1566273600000,1,1566273600000,,1566273600000,404
DCKA-2019-B-0100,,Amendment 2,DCKA-2019-B-0100_Amd2.pdf,782 KB,{E033A36E-0000-CC18-B11D-D6D4D53999A5},PASS,1574398800000,1,1574398800000,,1574658000000,405
DCKA-2019-B-0100,,Amendment 4,DCKA-2019-B-0100_Amd4.pdf,120 KB,{1028CC6E-0000-C61F-A97D-EEB71CBB34D7},PASS,1575262800000,1,1575262800000,,1575349200000,406
DCKA-2019-B-0100,,Amendment 3,DCKA-2019-B-0100_Amd3.pdf,132 KB,{B027CC6E-0000-CE12-8AF6-BBDB27BBED5A},PASS,1574830800000,1,1574830800000,,1575349200000,407
DCKA-2019-B-0088,,Amendment 3,DCKA-2019-B-0088_Amd3.pdf,101 KB,{5027CC6E-0000-C119-87DC-B19B86F25AC9},PASS,1574830800000,1,1574830800000,,1575349200000,408
DCEB-2021-R-0001,,Attachment 2,DCEB-2021-R-0001_Att2.pdf,61 KB,{907CF575-0000-CF16-B1BB-1D9E5230D363},PASS,1605502800000,1,1605502800000,,1605502800000,409
DCEB-2021-R-0001,,Attachment 1,DCEB-2021-R-0001_Att1.pdf,380 KB,{207CF575-0000-CE18-A439-6F0937CFBDEF},PASS,1605502800000,1,1605502800000,,1605502800000,410
DCKA-2021-B-0022,,Amendment 7,DCKA-2021-B-0022_Amd7.pdf,338 KB,{90E6F978-0000-CB12-91A0-DD4404559788},PASS,1619064000000,1,1619064000000,,1619064000000,411
DCKA-2021-B-0022,,Amendment 6,DCKA-2021-B-0022_Amd6.pdf,83 KB,{00E6F978-0000-C110-BC76-02A4B9C68E10},PASS,1618372800000,1,1618372800000,,1618372800000,412
DCKA-2021-B-0024,,Amendment 5,DCKA-2021-B-0024_Amd5.pdf,319 KB,{60E4F978-0000-CC16-A579-B41DA6F47B7B},PASS,1618200000000,1,1618200000000,,1618200000000,413
DCKA-2021-B-0022,,Amendment 5,DCKA-2021-B-0022_Amd5.pdf,154 KB,{E0E3F978-0000-CC11-917B-E9A2D6B56560},PASS,1617940800000,1,1617940800000,,1617940800000,414
DCEB-2021-R-0002,,Amendment 2,DCEB-2021-R-0002_Amd2.pdf,32 KB,{60E3F978-0000-CA1B-8194-7643A59E64E8},PASS,1617940800000,1,1617940800000,,1617940800000,415
